,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
14302,서울특별시 양천구청,"서울특별시 양천구 목동동로 363, 파리근린공원","서울특별시 양천구 목동 906, 출입구 옆",기타,1,130.0,120도,30.0,201212,02-2620-4793,37.53472,126.87713000000001,2019-11-20,3140000,서울특별시 양천구
14303,서울특별시 양천구청,"서울특별시 양천구 목동동로 363, 파리근린공원","서울특별시 양천구 목동 906, 광장 앞",기타,1,130.0,120도,30.0,201212,02-2620-4793,37.53441,126.87726,2019-11-20,3140000,서울특별시 양천구
14304,서울특별시 양천구청,"서울특별시 양천구 목동중앙남로 97, 무궁화어린이공원",서울특별시 양천구 목동 712-1,기타,2,130.0,360도 전방,30.0,201212,02-2620-4793,37.541827000000005,126.86425,2019-11-20,3140000,서울특별시 양천구
14307,서울특별시 양천구청,"서울특별시 양천구 목동남로4길 56-32, 갈산근린공원","서울특별시 양천구 신정동 337-13, 중앙광장",기타,2,130.0,360도 전방,30.0,201212,02-2620-4793,37.507909999999995,126.86886000000001,2019-11-20,3140000,서울특별시 양천구
14309,서울특별시 양천구청,"서울특별시 양천구 목동중앙북로24길 23-13, 용왕산근린공원","서울특별시 양천구 목동 520-27, 산책로 입구",기타,2,130.0,360도 전방,30.0,201212,02-2620-4793,37.542359999999995,126.877,2019-11-20,3140000,서울특별시 양천구
14311,서울특별시 양천구청,"서울특별시 양천구 중앙로17길 21, 계남근린공원","서울특별시 양천구 신정동 산 103-1, 공원정상 운동기구 운동장 정자 옆",기타,2,130.0,360도 전방,30.0,201212,02-2620-4793,37.508309999999994,126.85535,2019-11-20,3140000,서울특별시 양천구
14312,서울특별시 양천구청,서울특별시 양천구 목동로3길 57,"서울특별시 양천구 신정동 276, 양천APT 107동 앞 고가도로 위",어린이보호,3,130.0,360도 전방,30.0,201112,02-2620-4793,37.509454999999996,126.862163,2019-11-20,3140000,서울특별시 양천구
14313,서울특별시 양천구청,서울특별시 양천구 신정중앙로 62,서울특별시 양천구 신정동 911-7,어린이보호,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.526796999999995,126.858623,2019-11-20,3140000,서울특별시 양천구
14314,서울특별시 양천구청,서울특별시 양천구 오목로48길 22,서울특별시 양천구 신정동 1002-7,어린이보호,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.523846,126.863022,2019-11-20,3140000,서울특별시 양천구
14315,서울특별시 양천구청,서울특별시 양천구 중앙로39길 17-10,서울특별시 양천구 신정동 1208-7,어린이보호,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.518928,126.850183,2019-11-20,3140000,서울특별시 양천구
14316,서울특별시 양천구청,서울특별시 양천구 신목로5길 15,서울특별시 양천구 신정동 281-25,어린이보호,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.517525,126.872228,2019-11-20,3140000,서울특별시 양천구
14318,서울특별시 양천구청,서울특별시 양천구 목동동로2길 54,"서울특별시 양천구 신정동 325-7, 계남초교 정문 앞",어린이보호,3,200.0,360도 전방,30.0,201112,02-2620-4793,37.510098,126.859999,2019-11-20,3140000,서울특별시 양천구
14319,서울특별시 양천구청,서울특별시 양천구 목동동로 10,"서울특별시 양천구 신정동 325, 목동11단지 1102동 앞 사거리",어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.51048,126.85915,2019-11-20,3140000,서울특별시 양천구
14321,서울특별시 양천구청,서울특별시 양천구 목동남로2길 25,서울특별시 양천구 신정동 202-32,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.507442,126.864531,2019-11-20,3140000,서울특별시 양천구
14322,서울특별시 양천구청,서울특별시 양천구 목동남로2길 51,서울특별시 양천구 신정동 192-9,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.506454,126.864174,2019-11-20,3140000,서울특별시 양천구
14325,서울특별시 양천구청,서울특별시 양천구 중앙로25길 17,서울특별시 양천구 신정동 1152-1,어린이보호,1,130.0,360도 전방,30.0,201012,02-2620-4793,37.515883,126.852021,2019-11-20,3140000,서울특별시 양천구
14327,서울특별시 양천구청,서울특별시 양천구 중앙로29길 5,서울특별시 양천구 신정동 1148-1,어린이보호,1,130.0,360도 전방,30.0,201012,02-2620-4793,37.517212,126.85349,2019-11-20,3140000,서울특별시 양천구
14329,서울특별시 양천구청,서울특별시 양천구 중앙로 211,"서울특별시 양천구 신정동 1262, 신광교회 맞은편 신서중교 앞 가로등",어린이보호,1,130.0,360도 전방,30.0,201012,02-2620-4793,37.515351,126.854725,2019-11-20,3140000,서울특별시 양천구
14334,서울특별시 양천구청,서울특별시 양천구 신정로 260,"서울특별시 양천구 신정동 1277, 신목동4단지 상가동 앞 도로변",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.511286,126.850894,2019-11-20,3140000,서울특별시 양천구
14335,서울특별시 양천구청,"서울특별시 양천구 신정로 170, 신정현대6차 103동 앞 도로변",서울특별시 양천구 신정동 신정현대6차 103동 앞 도로변,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.508185,126.84168000000001,2019-11-20,3140000,서울특별시 양천구
14339,서울특별시 양천구청,서울특별시 양천구 목동동로12길 12,"서울특별시 양천구 신정동 86-2, 목동초 정문 앞",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.522486,126.87216000000001,2019-11-20,3140000,서울특별시 양천구
14340,서울특별시 양천구청,서울특별시 양천구 신목로 25,서울특별시 양천구 신정동 295-4,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.517635999999996,126.87438999999999,2019-11-20,3140000,서울특별시 양천구
14341,서울특별시 양천구청,서울특별시 양천구 신목로5길 11-2,서울특별시 양천구 신정동 281-67,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.517502,126.87275700000001,2019-11-20,3140000,서울특별시 양천구
14342,서울특별시 양천구청,서울특별시 양천구 신목로4길 9,서울특별시 양천구 신정동 128-163,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.518889,126.874678,2019-11-20,3140000,서울특별시 양천구
14343,서울특별시 양천구청,서울특별시 양천구 목동서로10길 35,"서울특별시 양천구 신정동 312-1, 신서초 정문-906동 사이",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.520540000000004,126.862577,2019-11-20,3140000,서울특별시 양천구
14344,서울특별시 양천구청,서울특별시 양천구 중앙로32길 67,서울특별시 양천구 신정동 1021-7,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.520302,126.860928,2019-11-20,3140000,서울특별시 양천구
14345,서울특별시 양천구청,서울특별시 양천구 오목로35길 10,서울특별시 양천구 신정동 917-1,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.525859999999994,126.8558,2019-11-20,3140000,서울특별시 양천구
14346,서울특별시 양천구청,서울특별시 양천구 오목로41길 10,서울특별시 양천구 신정동 909-1,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.526035,126.857556,2019-11-20,3140000,서울특별시 양천구
14347,서울특별시 양천구청,서울특별시 양천구 목동로9길 29,서울특별시 양천구 신정동 1013-14,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.522469,126.861249,2019-11-20,3140000,서울특별시 양천구
14348,서울특별시 양천구청,서울특별시 양천구 은행정로 52,서울특별시 양천구 신정동 985-16,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.524171,126.85934099999999,2019-11-20,3140000,서울특별시 양천구
14349,서울특별시 양천구청,서울특별시 양천구 신정로7길 60-10,"서울특별시 양천구 신정동 761-87, 신정3동성당-푸른마을 401동 사이",어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.512473,126.838816,2019-11-20,3140000,서울특별시 양천구
14350,서울특별시 양천구청,서울특별시 양천구 남부순환로88길 10,서울특별시 양천구 신정동 760-16,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.511969,126.840429,2019-11-20,3140000,서울특별시 양천구
14351,서울특별시 양천구청,서울특별시 양천구 신정로13길 35,서울특별시 양천구 신정동 733-31 수정APT 105동 앞 도로변,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.512561,126.84199699999999,2019-11-20,3140000,서울특별시 양천구
14352,서울특별시 양천구청,서울특별시 양천구 신정로11길 50,서울특별시 양천구 신정동 769-12,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.511315,126.838448,2019-11-20,3140000,서울특별시 양천구
14353,서울특별시 양천구청,서울특별시 양천구 신목로2길 43,서울특별시 양천구 신정동 127-1,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.521568,126.876972,2019-11-20,3140000,서울특별시 양천구
14354,서울특별시 양천구청,서울특별시 양천구 지양로15길 17,서울특별시 양천구 신월동 911-7,어린이보호,4,200.0,360도 전방,30.0,201012,02-2620-4793,37.522587,126.83012,2019-11-20,3140000,서울특별시 양천구
14356,서울특별시 양천구청,서울특별시 양천구 오목로 46길 15,서울특별시 양천구 신정동 998-1,어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.524271,126.86197,2019-11-20,3140000,서울특별시 양천구
14357,서울특별시 양천구청,서울특별시 양천구 오목로42길 13,서울특별시 양천구 신정동 1000-3,어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.524263,126.86053899999999,2019-11-20,3140000,서울특별시 양천구
14358,서울특별시 양천구청,서울특별시 양천구 신정로 306,서울특별시 양천구 신정동 1272,어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.513078,126.855038,2019-11-20,3140000,서울특별시 양천구
14359,서울특별시 양천구청,서울특별시 양천구 신정로 290,"서울특별시 양천구 신정동 1276, 신트리3단지 304동 앞",어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.511901,126.852974,2019-11-20,3140000,서울특별시 양천구
14360,서울특별시 양천구청,서울특별시 양천구 남부순환로86길 22,서울특별시 양천구 신정동 1286-1,어린이보호,3,200.0,360도 전방,30.0,201512,02-2620-4793,37.512432000000004,126.83981499999999,2019-11-20,3140000,서울특별시 양천구
14361,서울특별시 양천구청,서울특별시 양천구 목동동로 10,"서울특별시 양천구 신정동 325, 목동11단지 1104동 옆 도로변",어린이보호,3,200.0,360도 전방,30.0,201412,02-2620-4793,37.51048,126.85915,2019-11-20,3140000,서울특별시 양천구
14362,서울특별시 양천구청,서울특별시 양천구 목동동로 130,"서울특별시 양천구 신정동 329, 1403동 옆 도로변",어린이보호,4,200.0,360도 전방,30.0,201412,02-2620-4793,37.514998999999996,126.872541,2019-11-20,3140000,서울특별시 양천구
14363,서울특별시 양천구청,서울특별시 양천구 오목로42길 29,서울특별시 양천구 신정동 1012-1,어린이보호,3,200.0,360도 전방,30.0,201412,02-2620-4793,37.522876000000004,126.86074599999999,2019-11-20,3140000,서울특별시 양천구
14364,서울특별시 양천구청,서울특별시 양천구 목동남로4길 81,"서울특별시 양천구 신정동 1295, 103동 앞 삼거리",어린이보호,4,200.0,360도 전방,30.0,201312,02-2620-4793,37.510144,126.86801200000001,2019-11-20,3140000,서울특별시 양천구
14365,서울특별시 양천구청,서울특별시 양천구 목동로3길 106,서울특별시 양천구 신정동 325-3,어린이보호,3,200.0,360도 전방,30.0,201312,02-2620-4793,37.51048,126.858621,2019-11-20,3140000,서울특별시 양천구
14368,서울특별시 노원구청,서울특별시 노원구 동일로241나길11,서울특별시 노원구 상계동 1113-36,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.67702931,127.0541971,2019-04-08,3100000,서울특별시 노원구
14369,서울특별시 노원구청,서울특별시 노원구 동일로237가길18,서울특별시 노원구 상계동 1049-34,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.67472882,127.0542925,2019-04-08,3100000,서울특별시 노원구
14370,서울특별시 노원구청,서울특별시 노원구 동일로241다길8-5,서울특별시 노원구 상계동 1108-12,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67691153,127.0524618,2019-04-08,3100000,서울특별시 노원구
14371,서울특별시 노원구청,서울특별시 노원구 동일로239길54,서울특별시 노원구 상계동 1101-32,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67522057,127.0518772,2019-04-08,3100000,서울특별시 노원구
14372,서울특별시 노원구청,서울특별시 노원구 동일로237다길59-4,서울특별시 노원구 상계동 1101-17,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67619149,127.05240359999999,2019-04-08,3100000,서울특별시 노원구
14373,서울특별시 노원구청,서울특별시 노원구 동일로241가길35,서울특별시 노원구 상계동 1105-13,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67649925,127.053053,2019-04-08,3100000,서울특별시 노원구
14375,서울특별시 노원구청,서울특별시 노원구 동일로237나길43-3,서울특별시 노원구 상계동 1105-66,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67566075,127.05310490000001,2019-04-08,3100000,서울특별시 노원구
14376,서울특별시 노원구청,서울특별시 노원구 동일로241가길6,서울특별시 노원구 상계동 1113-57,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67654875,127.05451070000001,2019-04-08,3100000,서울특별시 노원구
14377,서울특별시 노원구청,서울특별시 노원구 동일로237나길10,서울특별시 노원구 상계동 1049-42,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.67422166,127.0535632,2019-04-08,3100000,서울특별시 노원구
14378,서울특별시 노원구청,서울특별시 노원구 동일로237마길39,서울특별시 노원구 상계동 1095-8,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.67517973,127.0516574,2019-04-08,3100000,서울특별시 노원구
